abbreviation	name	equation	reversible	compartement	lowbnd	uppbnd	obj_coef	rule	subsystem
Sec_serL	Secretion L-serine	serL[e] --> 	FALSE	C_e	0	1000	0		Secretion
Sec_glcAD	Secretion alpha-D-glucose	glcAD[e] --> 	FALSE	C_e	0	1000	0		Secretion
ID_744	ADP-glucose Glucose-1-phosphohydrolase	[c]: adpglu + h2o --> amp + glc1pA	false	C_c	0	1000	0	(CD1765)	Starch and sucrose metabolism
ID_422	beta-fructofuranosidase	[c]: sucr6p + h2o --> fruf + glc6p	false	C_c	0	1000	0	(sacA)	Starch and sucrose metabolism
ID_488	cellobiose glucohydrolase	[c]: celb + h2o <==> (2) glc	true	C_c	-1000	1000	0	(CD0818)	Starch and sucrose metabolism
ID_258	ATP:alpha-D-glucose-1-phosphate adenylyltransferase	[c]: atp + glc1pA --> ppi + adpglu	false	C_c	0	1000	0	(glgC)	Starch and sucrose metabolism
ID_93	alpha-glucosidase	[c]: sucr + h2o --> fru + glc	false	C_c	0	1000	0	(sacA)	Starch and sucrose metabolism
ID_646	diacetylchitobiose-6-phosphate hydrolase	[c]: dachi6p + h2o + (2) h --> aga + aga6p	false	C_c	0	1000	0	(celG)	Starch and sucrose metabolism
Trans_raf	Raffinose transport	raf[e] + atp[c] + h2o[c] --> adp[c] + raf[c] + pi[c]	false	C_c, C_e	0	1000	0		Starch and sucrose metabolism
ID_450	6-phospho-beta-glucosidase	[c]: celb6p + h2o --> glc + glc6p	false	C_c	0	1000	0	(bglA) or (celF) or (bglA1) or (ascB1) or (bglA2) or (ascB2) or (bglA3) or (CD3130)	Starch and sucrose metabolism
ID_509	Esculin hydrolase	[c]: escul + h2o <==> glc + escut	true	C_c	-1000	1000	0		Starch and sucrose metabolism
ID_308	maltose-6'-phosphate glucosidase	[c]: h2o + malt6p <==> glc + glc6p	true	C_c	-1000	1000	0	(glvG) or (CD0864) or (CD3060) or (CD3130)	Starch and sucrose metabolism
ID_45	glucose-6-phosphate:NADP+ 1-oxidoreductase	[c]: glc6p + nadp --> 6pg15l + nadph + h	false	C_c	0	1000	0		Starch and sucrose metabolism
ID_408	Raffinose galactohydrolase	[c]: raf + h2o --> galA + sucr	false	C_c	0	1000	0		Starch and sucrose metabolism
ID_373	beta-phosphoglucomutase	[c]: glc1p --> glc6p	false	C_c	0	1000	0	(pgmB) or (CD3128)	Starch and sucrose metabolism
ID_573	alpha,alpha-phosphotrehalase	[c]: tre6p + h2o --> glc + glc6p	false	C_c	0	1000	0	(treA)	Starch and sucrose metabolism
ID_315	maltose phosphorylase	[c]: malt + pi --> glc1p + glc	false	C_c	0	1000	0	(mapA)	Starch and sucrose metabolism
ID_314	D-proline reductase	[c]: proD + nadh + h --> 5apn + nad	false	C_c	0	1000	0	(prdA) and (prdB) or (prdF) and (prdE) and (prdD)	Stickland Reaction
ID_321	Isobutyric acid phosphotransferase	[c]: isobutp + adp --> isobuta + atp	false	C_c	0	1000	0		Stickland reaction
ID_146	2-methylbutanoyl phosphate transferase	[c]: 2mbutp + adp --> atp + 2mbut	false	C_c	0	1000	0		Stickland reaction
ID_114	betaine reductase	[c]: ap + tmam + thioredoxoxi + h2o <==> glyb + thioredoxred + pi	true	C_c	-1000	1000	0	(grdB) and (grdC) and (grdX) or (grdD) and (grdA) and (grdX)	Stickland reaction
ID_4	phosphate isopentyltransferase	[c]: ivalcoa + pi --> coa + isop	false	C_c	0	1000	0	(ptb)	Stickland reaction
ID_71	D-Alanine:2-oxoglutarate aminotransferase	[c]: alaD + 2oglut <==> pyr + gluD	true	C_c	-1000	1000	0	(scrK)	Stickland reaction
ID_352	phosphate isobutanoyltransferase	[c]: isobutcoa + pi --> isobutp + coa	false	C_c	0	1000	0	(ptb)	Stickland reaction
ID_178	(S)-3-methyl-2-oxopentanoate:NAD+ 2-oxidoreductase (CoA-methylbutanoylating)	[c]: s3m2op + coa + nad --> 2mbcoa + co2 + nadh + h	false	C_c	0	1000	0		Stickland reaction
ID_366	 isopentanoylphosphate phosphotransferase	[c]: isop + adp <==> ival + atp	true	C_c	-1000	1000	0		Stickland reaction
ID_709	isoleucine dehydrogenase 	[c]: ileL + 2oglut --> s3m2op + gluL	false	C_c	0	1000	0		Stickland reaction
ID_518	2-methylbutanoyl CoA transferase	[c]: 2mbcoa + pi --> 2mbutp + coa	false	C_c	0	1000	0		Stickland reaction
ID_323	4-methyl-2-oxopentanoate:NAD+ oxidoreductase (CoA-mehtylpropanoylating)	[c]: 4m2op + coa + nad --> ivalcoa + co2 + nadh + h	false	C_c	0	1000	0		Stickland reaction
ID_247	3-methyl-2-oxobutanoate dehydrogenase (ferredoxin)	[c]: 2oiv + feroxoxi + coa <==> isobutcoa + co2 + feroxred	true	C_c	-1000	1000	0	(CD0116)	Stickland reaction
ID_719	hydrogen-sulfide:NAD+ oxidoreductase	[c]: so3 + (3) nadh + (3) h --> h2s + (3) nad + (3) h2o	false	C_c	0	1000	0	(CD2431) or (asrA) and (asrB) and (asrC)	Sulfite metabolism
ID_158	Hydrogen-sulfide:ferredoxin oxidoreductase	[c]: h2s + (6) feroxoxi + (3) h2o <==> so3 + (6) feroxred + (6) h	true	C_c	-1000	1000	0	(CD2431)	Sulfite metabolism
ID_510	3-mercaptopyruvate sulfurtransferase	[c]: 3mpyr + so3 <==> tsul + pyr + h	true	C_c	-1000	1000	0	(CD0121) or (sseA)	Sulfite metabolism
ID_584	sulfite reduction	[c]: so3 + (6) h --> h2s + (3) h2o	false	C_c	0	1000	0	(Spontaneous)	Sulfite metabolism
ID_355	thiosulfate sulfurtransferase	[c]: tsul + hcy + h --> tcy + so3	false	C_c	0	1000	0	(CD0121) or (sseA)	Sulfite metabolism
ID_141	hydrogen-sulfide:NADP+ oxidoreductase	[c]: so3 + (3) nadph + (3) h --> h2s + (3) nadp + (3) h2o	false	C_c	0	1000	0	(CD2431) or (asrA) and (asrB) and (asrC)	Sulfite metabolism
ID_266	Adenosine 3',5'-bisphosphate 3'-phosphohydrolase	[c]: pap + h2o --> amp + pi	false	C_c	0	1000	0		Sulfite metabolism
ID_485	trans-hexaprenyltranstransferase	[c]: hexdp + ipdp --> hepdp + ppi	false	C_c	0	1000	0		Teichoic acid biosynthesis
ID_630	Lipoteichoic acid biosynthesis	[c]: ptg + gpgl + alaD <==> lpteichoic	true	C_c	-1000	1000	0		Teichoic acid biosynthesis
ID_607	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase	[c]: udpagapp + udpama --> abdmagdpu + udp	false	C_c	0	1000	0		Teichoic acid biosynthesis
ID_324	UDP-N-acetyl-D-glucosamine:undecaprenyl-phosphate N-acetyl-D-glucosamine phosphotransferase	[c]: udpaga + udpcpp --> udpagapp + uri5p	false	C_c	0	1000	0		Teichoic acid biosynthesis
ID_200	lysyltransferase	[c]: ptg + lysL <==> 3pt13lg + h2o	true	C_c	-1000	1000	0		Teichoic acid biosynthesis
ID_59	CDPglycerol:poly(glycerophosphate) glycerophosphotransferase	[c]: abdmagdpu + cdpg --> teichoic + cmp	false	C_c	0	1000	0	(CD0244)	Teichoic acid biosynthesis
ID_617	geranyltranstransferase	[c]: grdp + ipdp --> fardp + ppi	false	C_c	0	1000	0	(ispA)	Terpenoid backbone biosynthesis
ID_292	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	[c]: 1h2m2b4dp + nadph + h --> ipdp + nadp + h2o	false	C_c	0	1000	0	(ispH)	Terpenoid backbone biosynthesis
ID_640	dimethylallyl diphosphate:NADP+ oxidoreductase	[c]: 1h2m2b4dp + nadph + h --> dmadp + nadp + h2o	false	C_c	0	1000	0	(ispH)	Terpenoid backbone biosynthesis
ID_187	(R)-mevalonate:NAD+ oxidoreductase	[c]: mevR + coa + (2) nad --> 3h3mgcoa + (2) h + (2) nadh	false	C_c	0	1000	0		Terpenoid backbone biosynthesis
ID_749	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	[c]: 4cyt5dp2me + atp --> 2p4c5dp2me + adp	false	C_c	0	1000	0	(ispE)	Terpenoid backbone biosynthesis
ID_645	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	[c]: 2me4p + ctp --> 4cyt5dp2me + ppi	false	C_c	0	1000	0	(ispD)	Terpenoid backbone biosynthesis
ID_705	2-C-methyl-D-erythritol-2,4-cyclodiphosphate:reduced ferredoxin oxidase	[c]: 2me24cdp + (2) feroxred + (2) h --> 1h2m2b4dp + (2) feroxoxi + h2o	false	C_c	0	1000	0	(ispG)	Terpenoid backbone biosynthesis
ID_637	1-deoxy-D-xylulose-5-phosphate reductoisomerase	[c]: 1dxyl5p + nadph + h --> 2me4p + nadp	false	C_c	0	1000	0	(dxr)	Terpenoid backbone biosynthesis
ID_150	(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate cistransferase	[c]: fardp + (8) ipdp --> udcpdp + (8) ppi	false	C_c	0	1000	0	(uppS) or (CD2762)	Terpenoid backbone biosynthesis
ID_70	farnesyltranstransferase	[c]: fardp + ipdp --> ppi + grgrdp	false	C_c	0	1000	0	(ispA)	Terpenoid backbone biosynthesis
ID_431	dimethylallyltranstransferase	[c]: dmadp + ipdp --> grdp + ppi	false	C_c	0	1000	0	(ispA)	Terpenoid backbone biosynthesis
ID_639	undecaprenyl-diphosphate phosphohydrolase	[c]: udcpdp + h2o <==> udpcpp + pi	true	C_c	-1000	1000	0	(bacA1) or (bacA2)	Terpenoid backbone biosynthesis
ID_403	geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase	[c]: grgrdp + ipdp --> pendp + ppi	false	C_c	0	1000	0	(ispA)	Terpenoid backbone biosynthesis
ID_24	hydroxymethylglutaryl-CoA lyase	[c]: 3h3mgcoa --> aac + acoa	false	C_c	0	1000	0	(CD0797)	Terpenoid backbone biosynthesis
ID_587	isopentenyl-diphosphate delta-isomerase	[c]: dmadp <==> ipdp	true	C_c	-1000	1000	0	(CD2377)	Terpenoid backbone biosynthesis
ID_46	isopentenyl-diphosphate:NAD+ oxidoreductase	[c]: 1h2m2b4dp + nadh + h --> ipdp + nad + h2o	false	C_c	0	1000	0	(ispH)	Terpenoid backbone biosynthesis
ID_17	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	[c]: 2p4c5dp2me --> 2me24cdp + cmp	false	C_c	0	1000	0	(ispF)	Terpenoid backbone biosynthesis
ID_351	dimethylallyl diphosphate:NAD+ oxidoreductase	[c]: 1h2m2b4dp + nadh + h --> dmadp + nad + h2o	false	C_c	0	1000	0	(ispH)	Terpenoid backbone biosynthesis
ID_689	trans-pentaprenyltranstransferase	[c]: pendp + ipdp --> hexdp + ppi	false	C_c	0	1000	0		Terpenoid backbone biosynthesis
ID_468	xylulose-5-phosphate : thiamin diphosphate glycolaldehydetransferase	[c]: xyl5p + thmdp <==> dhettp + glyald3p + h	true	C_c	-1000	1000	0	(tkt) or (tkt') or (CD3460) or (CD3459)	Thiamine metabolism
ID_225	ATP:4-methyl-5-(beta-hydroxyethyl)thiazole 2-phosphotransferase	[c]: 4m5het + atp --> 4m52poet + adp	false	C_c	0	1000	0	(thiM) or (CD2156)	Thiamine metabolism
ID_214	thiamine-phosphate diphosphorylase	[c]: 4a2m5dpmp + 4m52poet + h --> thmp + ppi	false	C_c	0	1000	0	(thiE1) or (thiE2)	Thiamine metabolism
ID_720	L-tyrosine 4-methylphenol-lyase (2-iminoacetate-forming)	[c]: tyrL + amet + elecaccept-red --> 2iac + metL + 5doadn + 4mpo + elecaccept-oxi	false	C_c	0	1000	0	(thiH) or (CD2156)	Thiamine metabolism
ID_636	phosphomethylpyrimidine synthase (2'deoxyadenosine)	[c]: 5a15primz + amet --> 4a2m5pmp + co + for + metL + dad	false	C_c	0	1000	0	(thiC)	Thiamine metabolism
ID_668	Phosphomethylpyrimidine synthase (5'deoxyadenosine)	[c]: 5a15primz + amet --> 4a2m5pmp + co + for + metL + 5doadn	false	C_c	0	1000	0	(thiC)	Thiamine metabolism
ID_238	1-methylthio-xylulose 5-phosphate sulfo-lyase 	[c]: mthx5p + (2) h --> 1dxyl5p + ch4s	false	C_c	0	1000	0		Thiamine metabolism
ID_264	phosphomethylpyrimidine kinase	[c]: 4a2m5pmp + atp --> 4a2m5dpmp + adp	false	C_c	0	1000	0	(thiD)	Thiamine metabolism
ID_228	sedoheptulose-7-phosphate : thiamin diphosphate glycolaldehydetransferase	[c]: shl7p + thmdp <==> dhettp + rib5p + h	true	C_c	-1000	1000	0	(tkt) or (tkt') or (CD3460) or (CD3459)	Thiamine metabolism
ID_15	2,3-diaminopropanoate ammonia-lyase (adding water; pyruvate-forming)	[c]: 23diap + h2o <==> pyr + (2) nh3	true	C_c	-1000	1000	0	(dpaL1) or (dpaL2)	Thiamine metabolism
ID_478	1-deoxy-D-xylulose-5-phosphate synthase	[c]: glyald3p + pyr --> 1dxyl5p + co2	false	C_c	0	1000	0	(dxs)	Thiamine metabolism
ID_581	ATP:thiamine phosphotransferase	[c]: thm + atp --> thmp + adp	false	C_c	0	1000	0		Thiamine metabolism
ID_210	4-methyl-5-(beta-hydroxyethyl)thiazole Biosynthesis	[c]: pyr + glyald3p + gly + cysL --> 4m5het + alaL + (2) h2o + (2) co2 + pi	false	C_c	0	1000	0	(thiF) and (thiS) and (thiG) and (thiH) and (thiI) or (thiF) and (thiS) and (thiG) and (CD2156) and (thiI)	Thiamine metabolism
ID_388	thiamine diphosphokinase	[c]: atp + thm --> amp + thmdp	false	C_c	0	1000	0	(CD2574)	Thiamine metabolism
ID_389	thiamine-phosphate kinase	[c]: thmp + atp --> thmdp + adp	false	C_c	0	1000	0		Thiamine metabolism
Trans_mevR	(R)-mevalonate transport	mevR[e] <==> mevR[c]	true	C_c, C_e	-1000	1000	0		Transport of unknown mechanism
Trans_xyld	D-xylose import	xyld[e] --> xyld[c]	false	C_c, C_e	0	1000	0	(xynA) and (xynB) and (xynC) and (xynD) or (CD0034)	Transport of unknown mechanism
Trans_isobuta	Isobutyric acid transport	isobuta[c] --> isobuta[e]	false	C_c, C_e	0	1000	0		Transport of unknown mechanism
Trans_fe	Ferrous iron transport 	fe2[e] --> fe2[c]	false	C_c, C_e	0	1000	0	(feoA1) or (feoA2) or (feoA3) or (feoB1) or (feoB2) or (feoB3) or (CD1477) or (CD0902) or (CD1831) or (CD2122) or (CD2832) or (CD3270) or (CD3520)	Transport of unknown mechanism
Trans_ival	Isovalerate transport	ival[c] --> ival[e]	false	C_c, C_e	0	1000	0		Transport of unknown mechanism
Trans_4s45dhp23do	(4S)-4,5-dihydroxypentan-2,3-dione transporter	4s45dhp23do[c] --> 4s45dhp23do[e]	false	C_c, C_e	0	1000	0		Transport of unknown mechanism
Trans_h	H+ Transport	h[e] <==> h[c]	true	C_c, C_e	-1000	1000	0		Transport of unknown mechanism
Trans_23dhbz	2,3-dihydroxybenzoate Transporter	23dhbz[c] --> 23dhbz[e]	false	C_c, C_e	0	1000	0		Transport of unknown mechanism
Trans_hoam	Hydroxylamine transporter 	hoam[e] --> hoam[c]	false	C_c, C_e	0	1000	0		Transport of unknown mechanism
Trans_escul	Esculin transport	escul[e] --> escul[c]	false	C_c, C_e	0	1000	0		Transport of unknown mechanism
Trans_23diap	2,3-diaminopropanoate transporter	23diap[e] --> 23diap[c]	false	C_c, C_e	0	1000	0		Transport of unknown mechanism
Trans_pyin	Pyridoxine Transport	pyin[e] <==> pyin[c]	true	C_c, C_e	-1000	1000	0		Transport of unknown mechanism
Trans_escut	Esculetin transport	escut[c] --> escut[e]	false	C_c, C_e	0	1000	0		Transport of unknown mechanism
Trans_2aepat	(2-aminoethyl)phosphonate transporter	2aepat[e] --> 2aepat[c]	false	C_c, C_e	0	1000	0		Transport of unknown mechanism
Trans_bio	Biotin transport 	bio[e] --> bio[c]	false	C_c, C_e	0	1000	0	(bioY)	Transport of unknown mechanism
Trans_pntoR	(R)-pantothenate transport	pntoR[e] <==> pntoR[c]	true	C_c, C_e	-1000	1000	0		Transport of unknown mechanism
Trans_cdpg	CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase	cdpg[e] --> cdpg[c]	false	C_c, C_e	0	1000	0	(CD0244)	Transport of unknown mechanism
Trans_ibtol	isobutanol transport	ibtol[c] --> ibtol[e]	false	C_c, C_e	0	1000	0		Transport of unknown mechanism
Trans_cobalt2	cobalt transporter	cobalt[e] --> cobalt[c]	false	C_c, C_e	0	1000	0	(CD0902) or (CD1831) or (CD2122) or (CD2832) or (CD3520)	Transport of unknown mechanism
Trans_glyo	glycerol transport	glyo[e] <==> glyo[c]	true	C_c, C_e	-1000	1000	0		Transport of unknown mechanism
Trans_2mbut	2-Methylbutyric acid transport	2mbut[c] --> 2mbut[e]	false	C_c, C_e	0	1000	0		Transport of unknown mechanism
Trans_actid	Acetamide transport	actid[c] --> actid[e]	false	C_c, C_e	0	1000	0		Transport of unknown mechanism
Trans_nac	nicotinate transporter	nac[e] --> nac[c]	false	C_c, C_e	0	1000	0	(CD2256)	Transport of unknown mechanism
Trans_etoa	ethanolamine transporter	etoa[e] --> etoa[c]	false	C_c, C_e	0	1000	0	(eutH) or (CD0742)	Transport of unknown mechanism
Trans_5apn	5-aminopentanoate transport	5apn[c] --> 5apn[e]	false	C_c, C_e	0	1000	0		Transport of unknown mechanism
Trans_dethio	dethiobiotin transport	dethio[e] --> dethio[c]	false	C_c, C_e	0	1000	0		Transport of unknown mechanism
Trans_thm	thiamin transport	thm[e] <==> thm[c]	true	C_c, C_e	-1000	1000	0		Transport of unknown mechanism
Trans_4abz	p-Aminobenzoic acid transport	4abz[e] --> 4abz[c]	false	C_c, C_e	0	1000	0		Transport of unknown mechanism
Trans_4mpo	4-methylphenol	4mpo[c] --> 4mpo[e]	false	C_c, C_e	0	1000	0		Transport of unknown mechanism
Trans_pi3	phosphate passive transporter	pi[e] <==> pi[c]	true	C_c, C_e	-1000	1000	0		Transport of unknown mechanism
Trans_isocap	Isocaproate transport	isocap[c] --> isocap[e]	false	C_c, C_e	0	1000	0		Transport of unknown mechanism
Trans_nh	ammonia transport	nh3[e] <==> nh3[c]	true	C_c, C_e	-1000	1000	0		Transport of unknown mechanism
Trans_ncam	nicotinamide transport	ncam[e] --> ncam[c]	false	C_c, C_e	0	1000	0		Transport of unknown mechanism
Trans_tmam	 trimethylamine transport	tmam[e] <==> tmam[c]	true	C_c, C_e	-1000	1000	0		Transport of unknown mechanism
ID_284	naphthoate synthase	[c]: 2sucbzcoa <==> 14dh2no + coa	true	C_c	-1000	1000	0	(crt1)	Ubiquinone and other terpenoid-quinone biosynthesis
ID_119	NADH:menaquinone oxidoreductase	[c]: mqn + h + nadh <==> mql + nad	true	C_c	-1000	1000	0		Ubiquinone and other terpenoid-quinone biosynthesis
ID_472	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	[c]: 2oglut + ichor <==> 2s6h24ch1c + pyr + co2	true	C_c	-1000	1000	0		Ubiquinone and other terpenoid-quinone biosynthesis
ID_722	tyrosine:2-oxoglutarate aminotransferase	[c]: tyrL + 2oglut <==> 34hppyr + gluL	true	C_c	-1000	1000	0	(aspC) or (aspB) or (CD2828) or (hisC) or (CD2200)	Ubiquinone and other terpenoid-quinone biosynthesis
ID_112	all-trans-polyprenyl diphosphate:1,4-dihydroxy-2-naphthoate polyprenyltransferase	[c]: 14dh2no + octdp --> 2dmmqn + ppi + co2	false	C_c	0	1000	0		Ubiquinone and other terpenoid-quinone biosynthesis
ID_746	S-adenosyl-L-methione:demethylmenaquinone methyltransferase	[c]: 2dmmqn + amet --> mqn + ahcys	false	C_c	0	1000	0		Ubiquinone and other terpenoid-quinone biosynthesis
ID_23	all-trans-octaprenyl-diphosphate synthase	[c]: hepdp + ipdp --> octdp + ppi	false	C_c	0	1000	0		Ubiquinone and other terpenoid-quinone biosynthesis
ID_33	hydro-lyase	[c]: 2s6h24ch1c <==> 2sucbz + h2o	true	C_c	-1000	1000	0		Ubiquinone and other terpenoid-quinone biosynthesis
ID_209	isochorismate synthase	[c]: chor <==> ichor	true	C_c	-1000	1000	0		Ubiquinone and other terpenoid-quinone biosynthesis
ID_555	o-succinylbenzoate-CoA ligase	[c]: atp + 2sucbz + coa --> amp + ppi + 2sucbzcoa	false	C_c	0	1000	0		Ubiquinone and other terpenoid-quinone biosynthesis
ID_51	2-isopropylmalate synthase	[c]: 2oiv + acoa + h2o --> 2ipm + coa	false	C_c	0	1000	0	(leuA)	Valine, leucine and isoleucine metabolism
ID_212	2-methylcrotonoyl-CoA hydro-lyase	[c]: 2mccoa + h2o --> 2m3hbcoa	false	C_c	0	1000	0	(crt1)	Valine, leucine and isoleucine metabolism
ID_11	3-isopropylmalate dehydrogenase(step1)	[c]: 3ipm + nad --> 2ip3os + nadh + h	false	C_c	0	1000	0	(leuB) or (CD0834)	Valine, leucine and isoleucine metabolism
ID_354	2-methyl-3-hydroxybutyryl-CoA:NAD+ oxidoreductase	[c]: 2m3hbcoa + nad --> 2maacoa + nadh + h	false	C_c	0	1000	0	(fabG)	Valine, leucine and isoleucine metabolism
ID_757	(3S)-3-Methyl-2-oxopentanoate carboxy-lyase	[c]: 2oiv + h --> ibtal + co2	false	C_c	0	1000	0	(ilvB)	Valine, leucine and isoleucine metabolism
ID_328	2-Isopropylmalate hydro-lyase(step 1)	[c]: 2ipm --> 2ippm + h2o	false	C_c	0	1000	0	(leuC) and (leuD)	Valine, leucine and isoleucine metabolism
ID_217	leucine transaminase	[c]: valL + 2oglut --> 2oiv + gluL	false	C_c	0	1000	0	(pabC)	Valine, leucine and isoleucine metabolism
ID_454	2-Isopropylmalate hydro-lyase(step 2)	[c]: 2ippm + h2o --> 3ipm	false	C_c	0	1000	0	(leuC) and (leuD)	Valine, leucine and isoleucine metabolism
ID_735	2,3-dihydroxy-3-methylvalerate dehydratase	[c]: 23dh3mv --> s3m2op + h2o	false	C_c	0	1000	0	(ilvD)	Valine, leucine and isoleucine metabolism
ID_369	L-valine:pyruvate aminotransferase	[c]: valL + pyr --> alaL + 2oiv	false	C_c	0	1000	0	(CD3664)	Valine, leucine and isoleucine metabolism
ID_691	2-methylbutanoyl-CoA:FAD 2,3-oxidoreductase	[c]: 2mbcoa + fad --> 2mccoa + fadh2	false	C_c	0	1000	0	(acdB) or (bcd2)	Valine, leucine and isoleucine metabolism
ID_731	pyruvate:2-oxobutanoate acetaldehydetransferase	[c]: 2obut + pyr --> 2a2hbut + co2	false	C_c	0	1000	0	(ilvB)	Valine, leucine and isoleucine metabolism
ID_453	2-aceto-2-hydroxybutanoate oxidoreductase	[c]: 2a2hbut + nadph + h --> 23dh3mv + nadp	false	C_c	0	1000	0	(ilvC)	Valine, leucine and isoleucine metabolism
ID_154	propanoyl-CoA : acetyl-CoA acetyltransferase	[c]: 2maacoa + coa --> ppcoa + acoa	false	C_c	0	1000	0	(thlA1) or (thlA2)	Valine, leucine and isoleucine metabolism
ID_359	3-isopropylmalate dehydrogenase(step2)	[c]: 2ip3os --> 4m2op + co2	false	C_c	0	1000	0	(leuB) or (CD0834)	Valine, leucine and isoleucine metabolism
ID_520	isobutanal hydrogenase	[c]: ibtal + nadh + h --> ibtol + nad	false	C_c	0	1000	0	(adhE) or (CD3006)	Valine, leucine and isoleucine metabolism
ID_430	2-methyl-3-oxopropanoate:NAD+ oxidoreductase	[c]: 2m3op + coa + nad <==> ppcoa + co2 + nadh + h	true	C_c	-1000	1000	0	(gapN)	Valine, leucine and isoleucine metabolism
ID_539	propanoyl-CoA:formate C-propanoyltransferase	[c]: 2obut + coa <==> ppcoa + for	true	C_c	-1000	1000	0	(plfB) or (pflD) or (CD3282)	Valine, leucine and isoleucine metabolism
ID_203	S-adenosyl-L-methionine:uroporphyrin-III C-methyltransferase	[c]: pc2 + nad <==> shclin + nadh + h	true	C_c	-1000	1000	0	(sirC)	Vitamin B12 and protoheme metabolism
ID_497	ATP:cob(I0alamin Co-beta-adenosyltransferase	[c]: c1ala + atp --> coB12 + pppi	false	C_c	0	1000	0	(eutT)	Vitamin B12 and protoheme metabolism
ID_256	S-adenosyl-L-methionine:precorrin-1 C-methyltransferase	[c]: pc1 + amet --> pc2 + ahcys	false	C_c	0	1000	0	(hemD)	Vitamin B12 and protoheme metabolism
ID_207	adenosylcobinamide-phosphate guanylyltransferase	[c]: acap + gtp --> acgdp + ppi	false	C_c	0	1000	0	(cobU)	Vitamin B12 and protoheme metabolism
ID_236	nicotinate mononucleotide:5,6-dimethylbenzimidazole phospho-D-ribosyltransferase	[c]: 56dmbimz + nacmnc --> rz5p + nac + h	false	C_c	0	1000	0	(cobT)	Vitamin B12 and protoheme metabolism
ID_465	coproporphyrinogen dehydrogenase	[c]: cppogen3 + (2) amet --> ptpphygen + (2) co2 + (2) metL + (2) 5doadn	false	C_c	0	1000	0	(hemN) or (hemZ)	Vitamin B12 and protoheme metabolism
ID_131	biotin synthase	[c]: dethio + ssc + (2) amet --> bio + (2) metL + (2) 5doadn + unsc	false	C_c	0	1000	0	(bioB) or (CD2155)	Vitamin B12 and protoheme metabolism
ID_456	hydroxymethylbilane hydro-lyase	[c]: hmb <==> uppg3 + h2o	true	C_c	-1000	1000	0	(hemD)	Vitamin B12 and protoheme metabolism
ID_529	threonine-phosphate carboxy-lyase	[c]: thr3p <==> 1a2po2p + co2	true	C_c	-1000	1000	0	(CD2692) or (cobD)	Vitamin B12 and protoheme metabolism
ID_538	adenosylcobinamide kinase	[c]: adcbam + atp --> adcobamp + adp	false	C_c	0	1000	0	(cobU)	Vitamin B12 and protoheme metabolism
ID_717	S-adenosyl-L-methionine:uroporphyrin-III C-methyltransferase	[c]: (2) amet + uppg3 <==> (2) ahcys + pc2	true	C_c	-1000	1000	0	(hemD)	Vitamin B12 and protoheme metabolism
ID_47	adenosylcobinamide kinase	[c]: adcbam + gtp <==> adcobamp + gdp	true	C_c	-1000	1000	0	(cobU)	Vitamin B12 and protoheme metabolism
ID_37	S-adenosyl-L-methionine:cobalt-factor-II C20-methyltransferase	[c]: cbshclin + amet --> cbfIII + ahcys	false	C_c	0	1000	0	(cbiK)	Vitamin B12 and protoheme metabolism
ID_260	Uroporphyrinogen-III carboxy-lyase	[c]: uppg3 --> cppogen3 + (4) co2	false	C_c	0	1000	0	(hemE)	Vitamin B12 and protoheme metabolism
ID_553	ATP:L-threonine O-phosphotransferase	[c]: thrL + atp --> thr3p + adp	false	C_c	0	1000	0	(CD3431)	Vitamin B12 and protoheme metabolism
ID_103	ATP:Biotin adenyltransferase	[c]: atp + bio --> ppi + bio5a	false	C_c	0	1000	0	(birA)	Vitamin B12 and protoheme metabolism
ID_671	S-adenosyl-L-methionine:cobalt-precorrin-5B (C1)-methyltransferase	[c]: cbpcr5b + amet + h --> cbprc6a + ahcys	false	C_c	0	1000	0	(cbiD)	Vitamin B12 and protoheme metabolism
ID_91	2,3-dihydro-2,3-dihydroxybenzoate:NAD+ oxidoreductase	[c]: 23dh23dhvz + nad --> 23dhbz + nadh + h + h2o	false	C_c	0	1000	0	(fabG)	Vitamin B12 and protoheme metabolism
ID_540	5-aminolevulinate hydro-lyase	[c]: (2) 5all <==> pbng + (2) h2o	true	C_c	-1000	1000	0	(hemB)	Vitamin B12 and protoheme metabolism
ID_281	cobalt-precorrin 3 dehydrogenase	[c]: cbfIII + elecaccept-red <==> cbpc3 + elecaccept-oxi	true	C_c	-1000	1000	0	(cbiK)	Vitamin B12 and protoheme metabolism
ID_25	cobalamin synthase	[c]: acgdp + rz --> coB12 + gmp + h	false	C_c	0	1000	0	(cobS)	Vitamin B12 and protoheme metabolism
ID_704	Isochorismate pyruvate-hydrolase	[c]: ichor + h2o --> 23dh23dhvz + pyr	false	C_c	0	1000	0	(CD3632)	Vitamin B12 and protoheme metabolism
