REACTION ID	NAME	REACTION DEFINITION	REACTION EQUATION	ENZYME	ASSOCIATED PEG	SUBSYSTEM CLASS	REACTION CLASS	KEGG	STATUS IN Oh et al model	MODEL IDs	DELTAG (kcal/mol)	DELTAGERR (kcal/mol)	MMDELTAG (kcal/mol)	PREDICTED DIRECTIONALITY	THERMODYNAMIC CLASS
rxn01011	D-Glycerate:NADP+ 2-oxidoreductase|Hydroxypyruvate reductase (NADH)|D-Glycerate:NADP+ 2-oxidoreductase|glycerate dehydrogenase	NAD + Glycerate <=> H+ + NADH + Hydroxypyruvate	cpd00003 + cpd00223 <=> cpd00067 + cpd00004 + cpd00145	1.1.1.26|1.1.1.29|1.1.1.81	peg.1860	Carbohydrates	Variable	R01388	NOT IN MODEL	iJR904:HPYRRx|iAbaylyiv4:GLYCERATE-DEHYDROGENASE-RXN|iSB619:GLYD|iAF1260:HPYRRx|iJN746:GLYD	6.22	1.10	6.22	<=>	REVERSIBLE BY POINTS
rxn01013	D-Glycerate:NADP+ 2-oxidoreductase|Hydroxypyruvate reductase (NADPH)	TPN + Glycerate <=> H+ + TPNH + Hydroxypyruvate	cpd00006 + cpd00223 <=> cpd00067 + cpd00005 + cpd00145	1.1.1.79|1.1.1.81	peg.1860	Carbohydrates	Variable	R01392	NOT IN MODEL	iJR904:HPYRRy|iAF1260:HPYRRy	6.22	1.10	6.22	<=>	REVERSIBLE BY POINTS
rxn01018	Carbamoyl-phosphate:L-aspartate carbamoyltransferase|aspartate carbamoyltransferase|aspartate carbamoyltransferase, nuclear|Carbamoyl-phosphate:L-aspartate carbamoyltransferase|ASPCT|aspartate carbamoyltransferase catalytic chain|aspartatecarbamoyltransferase	Aspartate + Carbamoylphosphate => Phosphate + 2 H+ + N-Carbamoyl-L-aspartate	cpd00041 + cpd00146 => cpd00009 + 2 cpd00067 + cpd00343	2.1.3.2	peg.1551	Cofactors, Vitamins, Prosthetic Groups, Pigments	Positive variable	R01397	ASPCT	iJR904:ASPCT|iAO358:rll_382|iAG612:rbs_198|iAF692:ASPCT|iSB619:ASPCT|iAF1260:ASPCT|iIT341:ASPCT|iAbaylyiv4:ASPCARBTRANS-RXN|iND750:ASPCTn|iYO844:ASPCT|iNJ661:ASPCT|iJN746:ASPCT	-8.98	0.87	-8.98	=>	IRREVERSIBLE BY POINTS
rxn01019	Carbamoyl-phosphate:L-ornithine carbamoyltransferase|ornithine carbamoyltransferase|ornithine carbamoyltransferase, irreversible|Carbamoyl-phosphate:L-ornithine carbamoyltransferase|OCBTi|ornithinecarbamoyltransferase-irreversible	Carbamoylphosphate + Ornithine => Phosphate + 2 H+ + Citrulline	cpd00146 + cpd00064 => cpd00009 + 2 cpd00067 + cpd00274	2.1.3.3	peg.1126	Amino Acids and Derivatives	Positive variable	R01398	OCBT	iJR904:OCBT|iAO358:rll_48|iAG612:rbs_199|iAF692:OCBT|iSB619:OCBT|iAF1260:OCBT|iIT341:OCBTi|iAbaylyiv4:ORNCARBAMTRANSFER-RXN|iND750:OCBTi|iYO844:OCBT|iNJ661:OCBT|iJN746:OCBT	-8.98	0.87	-8.98	=>	IRREVERSIBLE BY POINTS
rxn01021	Methylthioadenosine methylthioribohydrolase|methylthioadenosine nucleosidase|Methylthioadenosine methylthioribohydrolase|MTAN|methylthioadenosinenucleosidase	H2O + MTA <=> Adenine + methylthioribose	cpd00001 + cpd00147 <=> cpd00128 + cpd01981	3.2.2.9|3.2.2.16	peg.2730	Amino Acids and Derivatives	Blocked	R01401	MTAN	iIT341:MTAN|iJR904:MTAN|iAG612:rbs_469|iYO844:MTAN|iNJ661:MTAN|iSB619:MTAN|iAF1260:MTAN	-0.73	0.96	-4.83	<=>	REVERSIBLE BY POINTS
rxn01044	D-Xylose ketol-isomerase|xylose isomerase	Xylose <=> D-Xylulose	cpd00154 <=> cpd00259	5.3.1.5	peg.1764	Carbohydrates	Negative variable	R01432	XYLI1	iJR904:XYLI1|iAO358:rll_452|iAG612:rbs_293|iYO844:XYLI1|iAF1260:XYLI1	-0.89	0.61	-0.89	<=>	REVERSIBLE BY MM DELTAG
rxn01045	L-Valine:NAD+ oxidoreductase(deaminating)|valine dehydrogenase	NAD + H2O + L-Valine <=> H+ + NADH + NH3 + 3MOB	cpd00003 + cpd00001 + cpd00156 <=> cpd00067 + cpd00004 + cpd00013 + cpd00123	1.4.1.9	peg.2412	Amino Acids and Derivatives	Variable	R01434	VALDHr	iYO844:VALDHr	8.69	1.31	4.59	<=>	REVERSIBLE BY POINT DELTAG CONFLICT
rxn01053	(S)-lactaldehyde:NAD+ oxidoreductase|lactaldehyde dehydrogenase|lactaldehyde dehydrogenase, mitochondrial	NAD + H2O + L-Lactaldehyde <=> 2 H+ + NADH + LCTT	cpd00003 + cpd00001 + cpd00334 <=> 2 cpd00067 + cpd00004 + cpd00159	1.2.1.22	peg.3125	Carbohydrates	Blocked	R01446	LCADi	iJR904:LCADi:LCAD|iYO844:LCADi|iND750:LCADm|iAF1260:LCADi	-9.80	1.18	-9.80	<=>	REVERSIBLE BY POINTS
rxn01068	L-Threonine:NAD+ oxidoreductase|L-threonine dehydrogenase|L-threonine dehydrogenase (w/ AOBUTDs)	NAD + threonine <=> H+ + NADH + L-2-Amino-acetoacetate	cpd00003 + cpd00161 <=> cpd00067 + cpd00004 + cpd02211	1.1.1.103	peg.1702	Amino Acids and Derivatives	Variable	R01465	THRD	iJR904:THRD|iYO844:THRD|iAF1260:THRD	3.76	1.08	3.76	<=>	REVERSIBLE BY POINTS
rxn01069	O-Phospho-L-homoserine phospho-lyase (adding water)|threonine synthase|O-Phospho-L-homoserine phospho-lyase (adding water)|THRS|threoninesynthase	H2O + O-Phospho-L-homoserine => Phosphate + H+ + threonine	cpd00001 + cpd00809 => cpd00009 + cpd00067 + cpd00161	4.2.3.1	peg.3231	Amino Acids and Derivatives	Positive variable	R01466	THRS	iJR904:THRS|iAO358:rll_420|iAG612:rbs_503|iAF692:THRS|iSB619:THRS|iAF1260:THRS|iIT341:THRS|iAbaylyiv4:THRESYN-RXN|iND750:THRS|iYO844:THRS|iNJ661:THRS|iJN746:THRS	-4.13	0.78	-8.23	=>	IRREVERSIBLE BY POINTS
rxn01073	sn-Glycero-3-phosphoethanolamine glycerophosphohydrolase|Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine)	H2O + Glycerophosphoethanolamine <=> GLYC-3-P + Ethanolamine	cpd00001 + cpd00908 <=> cpd00080 + cpd00162	3.1.4.2|3.1.4.46	peg.962|peg.214|peg.2422	Carbohydrates	Blocked	R01470	GPDDA2	iJR904:GPDDA2|iYO844:GPDDA2|iNJ661:GPDDA2|iSB619:GPDDA2|iAF1260:GPDDA2:GPDDA2pp	-4.81	0.69	-8.91	<=>	REVERSIBLE BY POINTS
rxn01080	D-Glucuronate ketol-isomerase|glucuronate isomerase (D-glucuronate)|glucuronate isomerase	Glucuronate <=> D-Fructuronate	cpd00164 <=> cpd00672	5.3.1.12	peg.1231	Carbohydrates	Blocked	R01482	GUI1	iJR904:GUI1|iAO358:rll_445|iAG612:rbs_262|iYO844:GUI1|iAF1260:GUI1	-0.89	0.61	-0.89	<=>	REVERSIBLE BY MM DELTAG
rxn01093	ATP:2,3-dihydroxybenzoate adenylyltransferase|2,3-dihydroxybenzoate adenylate synthase|(2,3-dihydroxybenzoyl)adenylate synthase	ATP + H+ + 2,3-Dihydroxybenzoate <=> PPi + (2,3-Dihydroxybenzoyl)adenylate	cpd00002 + cpd00067 + cpd00168 <=> cpd00012 + cpd02494	2.7.7.58|6.3.2.-	peg.3204	Cofactors, Vitamins, Prosthetic Groups, Pigments	Blocked	R01504	DHBS	iJR904:DHBSr|iYO844:DHBS|iAF1260:DHBS	-1.60	0.69	-1.60	<=>	REVERSIBLE BY MM DELTAG
rxn01094	2,3-dihydro-2,3-dihydroxybenzoate:NAD+ oxidoreductase|2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	NAD + 2,3-Dihydro-2,3-dihydroxybenzoate <=> H+ + NADH + 2,3-Dihydroxybenzoate	cpd00003 + cpd02566 <=> cpd00067 + cpd00004 + cpd00168	1.3.1.28	peg.3206	Cofactors, Vitamins, Prosthetic Groups, Pigments	Blocked	R01505	DHBD	iJR904:DHBD|iAbaylyiv4:DHBDEHYD-RXN|iYO844:DHBD|iAF1260:DHBD	-10.56	1.98	-10.56	<=>	REVERSIBLE BY POINTS
rxn01100	ATP:3-phospho-D-glycerate 1-phosphotransferase|phosphoglycerate kinase|ATP:3-phospho-D-glycerate 1-phosphotransferase|PGK|phosphoglyceratekinase	ATP + H+ + 3-Phosphoglycerate <=> ADP + 1,3-Bisphospho-D-glycerate	cpd00002 + cpd00067 + cpd00169 <=> cpd00008 + cpd00203	2.7.2.3	peg.3399	Carbohydrates	Positive variable	R01512	PGK	iJR904:PGK|iAO358:rll_321|iAF692:PGK|iSB619:PGK|iAF1260:PGK|iIT341:PGK|iAbaylyiv4:PHOSGLYPHOS-RXN|iND750:PGK|iYO844:PGK|iPS189:PGK|iNJ661:PGK|iJN746:PGK	2.63	0.29	2.63	<=>	REVERSIBLE BY POINTS
rxn01101	3-Phospho-D-glycerate:NAD+ 2-oxidoreductase|phosphoglycerate dehydrogenase|3-Phospho-D-glycerate:NAD+ 2-oxidoreductase|PGCD|3-Phosphoglycerate:NAD+ 2-oxidoreductase|D-3-phosphoglycerate dehydrogenase|phosphoglyceratedehydrogenase|phosphoglycerate dehydrogenase reversible	NAD + 3-Phosphoglycerate <=> H+ + NADH + 3-Phosphonooxypyruvate	cpd00003 + cpd00169 <=> cpd00067 + cpd00004 + cpd02069	1.1.1.95	peg.2311	Amino Acids and Derivatives	Positive variable	R01513	PGCDr	iJR904:PGCD|iAO358:rll_408|iAG612:rbs_69|iAF692:PGCD|iSB619:PGCD|iAF1260:PGCD|iIT341:PGCD|iAbaylyiv4:PGLYCDEHYDROG-RXN|iND750:PGCD|iYO844:PGCDr|iNJ661:PGCD|iJN746:PGCDr	6.22	1.10	6.22	<=>	REVERSIBLE BY POINTS
rxn01102	ATP:(R)-glycerate 3-phosphotransferase|glycerate kinase	ATP + Glycerate <=> ADP + 3-Phosphoglycerate	cpd00002 + cpd00223 <=> cpd00008 + cpd00169	2.7.1.31	peg.4010	Carbohydrates	Variable	R01514	GLYCK	iJR904:GLYCK|iAbaylyiv4:GLY3KIN-RXN|iYO844:GLYCK|iNJ661:GLYCK|iSB619:GLYCK|iAF1260:GLYCK|iJN746:GLYCK	-4.50	0.24	-4.50	<=>	REVERSIBLE BY POINTS
rxn01103	3-Phospho-D-glyceroyl phosphate phosphohydrolase|3-Phospho-D-glyceroyl phosphate phosphohydrolase|acylphosphatase	H2O + 1,3-Bisphospho-D-glycerate => Phosphate + 2 H+ + 3-Phosphoglycerate	cpd00001 + cpd00203 => cpd00009 + 2 cpd00067 + cpd00169	3.6.1.7	peg.764	Carbohydrates	Positive variable	R01515	NOT IN MODEL	iAF692:ACYP	-9.45	0.75	-13.55	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn01106	2-Phospho-D-glycerate 2,3-phosphomutase|phosphoglycerate mutase|2-Phospho-D-glycerate 2,3-phosphomutase|PGM|phosphoglyceratemutase	2-Phospho-D-glycerate <=> 3-Phosphoglycerate	cpd00482 <=> cpd00169	5.4.2.1|5.4.2.4	peg.3397	Carbohydrates	Variable	R01518	PGM	iJR904:PGM|iAO358:rll_326:rll_476:rll_481|iAG612:rbs_70|iAF692:PGM|iSB619:PGM|iAF1260:PGM|iIT341:PGM|iAbaylyiv4:3PGAREARR-RXN|iND750:PGM|iYO844:PGM|iPS189:PGM|iNJ661:PGM|iJN746:PGM	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn01107	D-Glucono-1,5-lactone lactonohydrolase|gluconolactonase	H2O + Gluconolactone <=> H+ + GLCN	cpd00001 + cpd00170 <=> cpd00067 + cpd00222	3.1.1.17	peg.3326	Carbohydrates	Blocked	R01519	NOT IN MODEL	iAbaylyiv4:GLUCONOLACT-RXN|iAG612:rbs_255	-5.48	1.42	-5.48	<=>	REVERSIBLE BY POINTS
rxn01108	beta-D-Glucose:NAD+ 1-oxoreductase	NAD + beta-D-Glucose <=> H+ + NADH + Gluconolactone	cpd00003 + cpd00190 <=> cpd00067 + cpd00004 + cpd00170	1.1.1.47	peg.284|peg.394	Carbohydrates	Blocked	R01520	NOT IN MODEL		-2.00	1.61	-2.00	<=>	REVERSIBLE BY MM DELTAG
rxn01109	beta-D-Glucose:NADP+ 1-oxoreductase	TPN + beta-D-Glucose <=> H+ + TPNH + Gluconolactone	cpd00006 + cpd00190 <=> cpd00067 + cpd00005 + cpd00170	1.1.1.47	peg.284|peg.394	Carbohydrates	Blocked	R01521	NOT IN MODEL		-2.00	1.61	-2.00	<=>	REVERSIBLE BY MM DELTAG
rxn01114	ATP:D-ribulose 5-phosphotransferase|D-ribulokinase|ATP:D-ribulose 5-phosphotransferase|D-ribulokinase (reversible)	ATP + D-Ribulose <=> ADP + D-Ribulose5-phosphate	cpd00002 + cpd00258 <=> cpd00008 + cpd00171	2.7.1.16|2.7.1.47	peg.2882	Carbohydrates	Negative variable	R01526	RBK_D	iYO844:RBK_D|iNJ661:RBK_Dr	-4.55	1.19	-4.55	<=>	REVERSIBLE BY POINTS
rxn01115	6-Phospho-D-gluconate:NADP+ 2-oxidoreductase (decarboxylating)|phosphogluconate dehydrogenase|6-Phospho-D-gluconate:NADP+ 2-oxidoreductase (decarboxylating)|GND|6-phosphogluconate dehydrogenase, decarboxylating|6-phosphogluconate dehydrogenase|phosphogluconatedehydrogenase|6-phospho-D-gluconate:NADP+ 2-oxidoreductase (decarboxylating)	TPN + 6-Phospho-D-gluconate => TPNH + CO2 + D-Ribulose5-phosphate	cpd00006 + cpd00284 => cpd00005 + cpd00011 + cpd00171	1.1.1.44	peg.2391|peg.4014	Carbohydrates	Positive variable	R01528	PGDHr	iIT341:GND|iJR904:GND|iAO358:rll_178:rll_181|iAG612:rbs_83|iYO844:PGDHr|iND750:GND|iNJ661:GND|iSB619:GND|iAF1260:GND|iJN746:GND	0.67	1.23	-4.79	=>	IRREVERSIBLE BY POINTS
rxn01116	D-Ribulose-5-phosphate 3-epimerase|ribulose 5-phosphate 3-epimerase|D-Ribulose-5-phosphate 3-epimerase|RPE|ribulose-phosphate 3-epimerase|ribulose5-phosphate3-epimerase|ribulose phosphate 3-epimerase	D-Ribulose5-phosphate <=> D-Xylulose5-phosphate	cpd00171 <=> cpd00198	5.1.3.1	peg.1581	Carbohydrates	Variable	R01529	RPE	iJR904:RPE|iAO358:rll_403|iAG612:rbs_280|iAF692:RPE|iSB619:RPE|iAF1260:RPE|iIT341:RPE|iAbaylyiv4:RIBULP3EPIM-RXN|iND750:RPE|iYO844:RPE|iPS189:RPE|iNJ661:RPE|iJN746:RPE	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn01122	D-Altronate hydro-lyase|altronate hydrolase	D-Altronate => H2O + 2-keto-3-deoxygluconate	cpd00608 => cpd00001 + cpd00176	4.2.1.7	peg.1240	Carbohydrates	Blocked	R01540	ALTRH	iJR904:ALTRH|iAG612:rbs_225|iYO844:ALTRH|iAF1260:ALTRH	-8.17	0.69	-8.17	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn01123	ATP:2-dehydro-3-deoxy-D-gluconate 6-phosphotransferase|2-dehydro-3-deoxygluconokinase	ATP + 2-keto-3-deoxygluconate <=> ADP + 2-Keto-3-deoxy-6-phosphogluconate	cpd00002 + cpd00176 <=> cpd00008 + cpd02711	2.7.1.45	peg.2216	Carbohydrates	Negative variable	R01541	DDGLK	iJR904:DDGLK|iAO358:rll_218|iAG612:rbs_39|iYO844:DDGLK|iAF1260:DDGLK	-4.50	0.24	-4.50	<=>	REVERSIBLE BY POINTS
rxn01124	2-Dehydro-3-deoxy-D-gluconate:NAD+ 5-oxidoreductase|2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	NAD + 2-keto-3-deoxygluconate <=> H+ + NADH + 2,5-Diketo-3-deoxy-D-gluconate	cpd00003 + cpd00176 <=> cpd00067 + cpd00004 + cpd02663	1.1.1.125|1.1.1.127	peg.2219	Carbohydrates	Blocked	R01542	DKII	iYO844:DKII	3.76	1.08	3.76	<=>	REVERSIBLE BY POINTS
rxn01127	ATP:AMP phosphotransferase|deoxyadenylate kinase|ATP:AMP phosphotransferase|DADK|adenylate kinase|deoxyadenylatekinase|(deoxy)adenylate kinase	ATP + dAMP <=> ADP + dADP	cpd00002 + cpd00294 <=> cpd00008 + cpd00177	2.7.4.3|2.7.4.11	peg.137	Nucleosides and Nucleotides	Variable	R01547	DADK	iJR904:DADK|iAO358:rll_12|iAG612:rbs_226|iAF692:DADK|iAF1260:DADK|iIT341:DADK|iAbaylyiv4:(DEOXY)ADENYLATE-KINASE-RXN|iND750:DADK|iYO844:DADK|iPS189:DADK|iNJ661:DADK|iJN746:DADK	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn01128	dATP:cytidine 5'-phosphotransferase	Cytidine + dATP <=> CMP + dADP	cpd00367 + cpd00115 <=> cpd00046 + cpd00177	2.7.1.48	peg.2736	Nucleosides and Nucleotides	Variable	R01548	NOT IN MODEL		-4.50	0.24	-4.50	<=>	REVERSIBLE BY POINTS
rxn01129	dATP:uridine 5'-phosphotransferase	Uridine + dATP <=> UMP + dADP	cpd00249 + cpd00115 <=> cpd00091 + cpd00177	2.7.1.48	peg.2736	Nucleosides and Nucleotides	Variable	R01549	NOT IN MODEL		-4.50	0.24	-4.50	<=>	REVERSIBLE BY POINTS
rxn01132	Maltose:orthophosphate 1-beta-D-glucosyltransferase|maltose phosphorylase|maltosephosphorylase	Phosphate + H+ + Maltose <=> Glucose + beta-D-Glucose 1-phosphate	cpd00009 + cpd00067 + cpd00179 <=> cpd00027 + cpd00501	2.4.1.8	peg.3463	Carbohydrates	Negative variable	R01555	MPL	iAO358:rll_238|iYO844:MPL	-0.80	0.68	-0.80	<=>	REVERSIBLE BY MM DELTAG
rxn01133	Acetyl-CoA:maltose O-acetyltransferase|maltose O-acetyltransferase	Acetyl-CoA + Maltose => CoA + Acetyl-maltose	cpd00022 + cpd00179 => cpd00010 + cpd01441	2.3.1.79	peg.4091	Carbohydrates	Blocked	R01556	MALTAT	iYO844:MALTAT|iSB619:MALTAT|iAF1260:MALTATr	-3.61	1.18	-3.61	=>	IRREVERSIBLE BY POINTS
rxn01138	Adenosine:orthophosphate ribosyltransferase|purine-nucleoside phosphorylase (Adenosine)|purine-nucleoside phosphorylase (Adenosine), mitochondrial|Adenosine:orthophosphate ribosyltransferase|PUNP1|purine-nucleosidephosphorylase-Adenosine	Phosphate + H+ + Adenosine <=> Ribose 1-phosphate + Adenine	cpd00009 + cpd00067 + cpd00182 <=> cpd00475 + cpd00128	2.4.2.1	peg.2354|peg.1967	Nucleosides and Nucleotides	Variable	R01561	PUNP1	iJR904:PUNP1|iAG612:rbs_126|iSB619:PUNP1|iAF1260:PUNP1|iIT341:PUNP1|iND750:PUNP1m:PUNP1|iYO844:PUNP1|iNJ661:PUNP1|iPS189:PUNP1	1.58	0.97	1.58	<=>	REVERSIBLE BY MM DELTAG
rxn01139	3'-Adenosine monophosphate phosphohydrolase|3'-nucleotidase (AMP) (periplasm)|3'-nucleotidase (3'-AMP)	H2O + 3'-AMP => Phosphate + H+ + Adenosine	cpd00001 + cpd00988 => cpd00009 + cpd00067 + cpd00182	3.1.3.6	peg.784|peg.733	Nucleosides and Nucleotides	Blocked	R01562	3NUCLE1	iYO844:3NUCLE1|iAF1260:3NTD7pp	-2.32	0.74	-6.42	=>	IRREVERSIBLE BY POINTS
rxn01143	ATP:thymidine 5'-phosphotransferase|thymidine kinase (ATP:thymidine)|ATP:thymidine 5'-phosphotransferase|TMDK1|thymidine kinase|thymidinekinase-ATP-thymidine	ATP + Thymidine <=> ADP + dTMP	cpd00002 + cpd00184 <=> cpd00008 + cpd00298	2.7.1.21	peg.3713	Nucleosides and Nucleotides	Variable	R01567	TMDK1	iJR904:TMDK1|iAO358:rll_474|iAG612:rbs_564|iAF692:TMDK1|iSB619:TMDK1|iAF1260:TMDK1|iIT341:TMDK1|iND750:TMDK1|iYO844:TMDK1|iPS189:TMDK1|iNJ661:TMDK1	-4.50	0.24	-4.50	<=>	REVERSIBLE BY POINTS
rxn01145	Thymidylate 5'-phosphohydrolase|5'-nucleotidase (dTMP)|nucleotidase|dtmp nucleotidase	H2O + dTMP => Phosphate + H+ + Thymidine	cpd00001 + cpd00298 => cpd00009 + cpd00067 + cpd00184	3.1.3.5|3.1.3.35	peg.784|peg.733	Nucleosides and Nucleotides	Positive variable	R01569	NTD5	iJR904:NTD5|iAbaylyiv4:THYMIDYLATE-5'-PHOSPHATASE-RXN|iAO358:rll_299|iYO844:NTD5|iND750:NTD5|iNJ661:NTD5|iAF1260:NTD5:NTD5pp|iJN746:NTD5:NTD5pp	-2.32	0.74	-6.42	=>	IRREVERSIBLE BY POINTS
rxn01146	Thymidine:orthophosphate deoxyribosyltransferase|thymidine phosphorylase	Phosphate + H+ + Thymidine <=> deoxyribose-1-phosphate + Thymine	cpd00009 + cpd00067 + cpd00184 <=> cpd00509 + cpd00151	2.4.2.4	MANUAL	Nucleosides and Nucleotides	Blocked	R01570	TMDPP	iJR904:TMDPP|iAG612:rbs_565|iAF692:TMDPP|iAF1260:TMDPP|iND750:TMDPP|iYO844:TMDPP|iNJ661:TMDPP|iPS189:TMDPP	1.58	0.97	1.58	<=>	REVERSIBLE BY MM DELTAG
rxn01152	D-Arabinose ketol-isomerase|arabinose isomerase	D-Arabinose <=> D-Ribulose	cpd00185 <=> cpd00258	5.3.1.3	GROWMATCH	Carbohydrates	Negative variable	R01577	ARABI	iYO844:ARABI|iNJ661:ARABI	-0.89	0.61	-0.89	<=>	REVERSIBLE BY MM DELTAG
rxn01176	5-Dehydro-2-deoxy-D-glyconate-6-phosphate|malonate-semialdehyde-lyase|malonate-semialdehyde-lyase|2-Deoxy-5-keto-D-gluconic acid 6-phosphate Dihydroxyacetone|phosphate-lyase	DKHP <=> Glycerone phosphate + 3-Oxopropanoate	cpd02721 <=> cpd00095 + cpd00191	4.1.2.29	peg.3972	Carbohydrates	Blocked	R05378	NOT IN MODEL	iAG612:rbs_33	2.56	0.38	-1.54	<=>	REVERSIBLE BY MM DELTAG
rxn01199	ATP:D-xylulose 5-phosphotransferase|xylulokinase|xylulose kinase	ATP + D-Xylulose <=> ADP + D-Xylulose5-phosphate	cpd00002 + cpd00259 <=> cpd00008 + cpd00198	2.7.1.17	peg.1765	Carbohydrates	Negative variable	R01639	XYLK	iJR904:XYLK|iAO358:rll_453|iAG612:rbs_294|iYO844:XYLK|iND750:XYLK|iNJ661:XYLK|iAF1260:XYLK	-4.55	1.19	-4.55	<=>	REVERSIBLE BY POINTS
rxn01200	Sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate|glycolaldehyde transferase|sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate|glycolaldehydetransferase|transketolase|glycolaldehyde transferase|glycolaldehydetransferase|TKT1|transketolase (ribose-5p)	Glyceraldehyde3-phosphate + Sedoheptulose7-phosphate <=> D-Xylulose5-phosphate + Ribose 5-phosphate	cpd00102 + cpd00238 <=> cpd00198 + cpd00101	2.2.1.1	peg.1793	Carbohydrates	Variable	R01641|R07246	TKT1	iJR904:TKT1|iAO358:rll_422|iAG612:rbs_276|iAF692:TKT1|iSB619:TKT1|iAF1260:TKT1|iIT341:TKT1|iAbaylyiv4:1TRANSKETO-RXN|iND750:TKT1|iYO844:TKT1|iPS189:TKT1|iNJ661:TKT1|iJN746:TKT1	-2.08	1.34	-2.08	<=>	REVERSIBLE BY POINTS
rxn01204	4-Aminobutanoate:2-oxoglutarate aminotransferase|4-aminobutyrate transaminase|4-aminobutyrate aminotransferase	2-Oxoglutarate + GABA <=> GLU + 4-Oxobutanoate	cpd00024 + cpd00281 <=> cpd00023 + cpd00199	2.6.1.19	peg.391	Amino Acids and Derivatives	Negative variable	R01648	ABTAr	iJR904:ABTA|iAbaylyiv4:GABATRANSAM-RXN|iAF692:ABTA|iYO844:ABTAr|iND750:ABTA|iNJ661:ABTA|iSB619:ABTAr|iAF1260:ABTA|iJN746:ABTAr	-1.00	0.35	-1.00	<=>	REVERSIBLE BY MM DELTAG
rxn01208	2-Oxo-4-methyl-3-carboxypentanoate decarboxylation|2-oxo-4-methyl-3-carboxypentanoate decarboxylation, mitochondrial	CO2 + 4MOP <= H+ + 2-isopropyl-3-oxosuccinate	cpd00011 + cpd00200 <= cpd00067 + cpd02605		SPONTANEOUS	Amino Acids and Derivatives	Negative variable	R01652	OMCDC	iJR904:OMCDC|iAG612:rbs_36|iAF692:OMCDC|iSB619:OMCDC|iAF1260:OMCDC|iND750:OMCDCm:OMCDC|iYO844:OMCDC|iNJ661:OMCDC|iJN746:OMCDC	3.09	0.54	8.55	<=	IRREVERSIBLE BY DELTAG MINMAX
rxn01210	10-Formyltetrahydrofolate:L-glutamate ligase (ADP-forming)	ATP + GLU + 10-Formyl-THF => ADP + Phosphate + H+ + 10-Formyl-THF-L-glutamate	cpd00002 + cpd00023 + cpd00201 => cpd00008 + cpd00009 + cpd00067 + cpd03524	6.3.2.12|6.3.2.17	peg.2811	Cofactors, Vitamins, Prosthetic Groups, Pigments	Blocked	R01654	NOT IN MODEL		-6.35	0.86	-6.35	=>	IRREVERSIBLE BY POINTS
rxn01211	5,10-Methenyltetrahydrofolate 5-hydrolase(decyclizing)|methenyltetrahydrofolate cyclohydrolase|methenyltetrahydrifikate cyclohydrolase, mitochondrial|5,10-Methenyltetrahydrofolate 5-hydrolase(decyclizing)|MTHFC|methylenetetrahydrofolate dehydrogenase (NADP(+)) / methenyltetrahydrofolate cyclohydrolase|methenyltetrahydrofolatecyclohydrolase	H2O + 5,10-Methenyltetrahydrofolate <=> H+ + 10-Formyl-THF	cpd00001 + cpd00347 <=> cpd00067 + cpd00201	3.5.4.9|6.3.4.3	peg.2435	Carbohydrates	Variable	R01655	MTHFC	iJR904:MTHFC|iAO358:rll_144|iAF692:MTHFC|iSB619:MTHFC|iAF1260:MTHFC|iIT341:MTHFC|iAbaylyiv4:METHENYLTHFCYCLOHYDRO-RXN|iND750:MTHFCm:MTHFC|iYO844:MTHFC|iPS189:MTHFC|iNJ661:MTHFC|iJN746:MTHFC	-0.61	2.19	-0.61	<=>	REVERSIBLE BY MM DELTAG
rxn01213	Dimethylallyl-diphosphate:isopentenyl-diphosphate|dimethylallyltranstransferase|dimethylallyltranstransferase|DMATT|geranyltranstransferase|dimethylallyltransferase	Isopentenyldiphosphate + DMAPP => PPi + Geranyldiphosphate	cpd00113 + cpd00202 => cpd00012 + cpd00283	2.5.1.1|2.5.1.10|2.5.1.29	peg.2432	Cofactors, Vitamins, Prosthetic Groups, Pigments	Positive	R01658	DMATT	iJR904:DMATT|iAO358:rll_214|iAF692:DMATT|iSB619:DMATT|iAF1260:DMATT|iIT341:DMATT|iAbaylyiv4:GPPSYN-RXN|iND750:DMATT|iYO844:DMATT|iNJ661:DMATT|iJN746:DMATT	-13.00	0.67	-13.00	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn01217	dCMP aminohydrolase|dCMP deaminase	H+ + H2O + dCMP => NH3 + dUMP	cpd00067 + cpd00001 + cpd00206 => cpd00013 + cpd00299	3.5.4.12	peg.2561	Nucleosides and Nucleotides	Positive variable	R01663	DCMPDA2ir	iAO358:rll_109|iAG612:rbs_229|iAF692:DCMPDA|iYO844:DCMPDA2ir|iND750:DCMPDA|iSB619:DCMPDA	-5.14	1.46	-9.24	=>	IRREVERSIBLE BY POINTS
