Unoptimized model						Gap filled model						Optimized model				
False negatives	False positives	Correct negatives	Correct positives			False negatives	False positives	Correct negatives	Correct positives			False negatives	False positives	Correct negatives	Correct positives	
Correct positive	Gene KO	ArgonneLBMedia	peg.3402	"rxn05566,rxn05500"		Correct positive	Gene KO	ArgonneLBMedia	peg.3402	"rxn05566,rxn05500"		Correct positive	Gene KO	ArgonneLBMedia	peg.3402	"rxn05566,rxn05500"
Correct positive	Gene KO	ArgonneLBMedia	peg.3419			Correct positive	Gene KO	ArgonneLBMedia	peg.3419			Correct positive	Gene KO	ArgonneLBMedia	peg.3419	
Correct positive	Gene KO	ArgonneLBMedia	peg.342			Correct positive	Gene KO	ArgonneLBMedia	peg.342			Correct positive	Gene KO	ArgonneLBMedia	peg.342	
Correct positive	Gene KO	ArgonneLBMedia	peg.3425			Correct positive	Gene KO	ArgonneLBMedia	peg.3425			Correct positive	Gene KO	ArgonneLBMedia	peg.3425	
Correct positive	Gene KO	ArgonneLBMedia	peg.346	rxn03644		Correct positive	Gene KO	ArgonneLBMedia	peg.346	rxn03644		Correct positive	Gene KO	ArgonneLBMedia	peg.346	rxn03644
Correct positive	Gene KO	ArgonneLBMedia	peg.3461	rxn01967		Correct positive	Gene KO	ArgonneLBMedia	peg.3461	rxn01967		Correct positive	Gene KO	ArgonneLBMedia	peg.3461	rxn01967
Correct positive	Gene KO	ArgonneLBMedia	peg.3462	rxn09989		Correct positive	Gene KO	ArgonneLBMedia	peg.3462	rxn09989		Correct positive	Gene KO	ArgonneLBMedia	peg.3462	rxn09989
Correct positive	Gene KO	ArgonneLBMedia	peg.3463	"rxn01966,rxn01132"		Correct positive	Gene KO	ArgonneLBMedia	peg.3463	"rxn01966,rxn01132"		Correct positive	Gene KO	ArgonneLBMedia	peg.3463	"rxn01966,rxn01132"
Correct positive	Gene KO	ArgonneLBMedia	peg.347	rxn03643		Correct positive	Gene KO	ArgonneLBMedia	peg.347	rxn03643		Correct positive	Gene KO	ArgonneLBMedia	peg.347	rxn03643
Correct positive	Gene KO	ArgonneLBMedia	peg.3470			Correct positive	Gene KO	ArgonneLBMedia	peg.3470			Correct positive	Gene KO	ArgonneLBMedia	peg.3470	
Correct positive	Gene KO	ArgonneLBMedia	peg.3472			Correct positive	Gene KO	ArgonneLBMedia	peg.3472			Correct positive	Gene KO	ArgonneLBMedia	peg.3472	
Correct positive	Gene KO	ArgonneLBMedia	peg.3473			Correct positive	Gene KO	ArgonneLBMedia	peg.3473			Correct positive	Gene KO	ArgonneLBMedia	peg.3473	
Correct positive	Gene KO	ArgonneLBMedia	peg.3474	"rxn00512,rxn00324"		Correct positive	Gene KO	ArgonneLBMedia	peg.3474	"rxn00512,rxn00324"		Correct positive	Gene KO	ArgonneLBMedia	peg.3474	"rxn00512,rxn00324"
Correct positive	Gene KO	ArgonneLBMedia	peg.3479	rxn02825		Correct positive	Gene KO	ArgonneLBMedia	peg.3479	rxn02825		Correct positive	Gene KO	ArgonneLBMedia	peg.3479	rxn02825
Correct positive	Gene KO	ArgonneLBMedia	peg.3492	"rxn02834,rxn02835"		Correct positive	Gene KO	ArgonneLBMedia	peg.3492	"rxn02834,rxn02835"		Correct positive	Gene KO	ArgonneLBMedia	peg.3492	"rxn02834,rxn02835"
Correct positive	Gene KO	ArgonneLBMedia	peg.3493	rxn03135		Correct positive	Gene KO	ArgonneLBMedia	peg.3493	rxn03135		Correct positive	Gene KO	ArgonneLBMedia	peg.3493	rxn03135
Correct positive	Gene KO	ArgonneLBMedia	peg.3494	rxn03175		Correct positive	Gene KO	ArgonneLBMedia	peg.3494	rxn03175		Correct positive	Gene KO	ArgonneLBMedia	peg.3494	rxn03175
Correct positive	Gene KO	ArgonneLBMedia	peg.3495	rxn03135		Correct positive	Gene KO	ArgonneLBMedia	peg.3495	rxn03135		Correct positive	Gene KO	ArgonneLBMedia	peg.3495	rxn03135
Correct positive	Gene KO	ArgonneLBMedia	peg.3496	rxn02473		Correct positive	Gene KO	ArgonneLBMedia	peg.3496	rxn02473		Correct positive	Gene KO	ArgonneLBMedia	peg.3496	rxn02473
Correct positive	Gene KO	ArgonneLBMedia	peg.3497	"rxn00863,rxn02159"		Correct positive	Gene KO	ArgonneLBMedia	peg.3497	"rxn00863,rxn02159"		Correct positive	Gene KO	ArgonneLBMedia	peg.3497	"rxn00863,rxn02159"
Correct positive	Gene KO	ArgonneLBMedia	peg.3498	rxn00789		Correct positive	Gene KO	ArgonneLBMedia	peg.3498	rxn00789		Correct positive	Gene KO	ArgonneLBMedia	peg.3498	rxn00789
Correct positive	Gene KO	ArgonneLBMedia	peg.3499	rxn00789		Correct positive	Gene KO	ArgonneLBMedia	peg.3499	rxn00789		Correct positive	Gene KO	ArgonneLBMedia	peg.3499	rxn00789
Correct positive	Gene KO	ArgonneLBMedia	peg.3503			Correct positive	Gene KO	ArgonneLBMedia	peg.3503			Correct positive	Gene KO	ArgonneLBMedia	peg.3503	
Correct positive	Gene KO	ArgonneLBMedia	peg.3507	rxn01484		Correct positive	Gene KO	ArgonneLBMedia	peg.3507	rxn01484		Correct positive	Gene KO	ArgonneLBMedia	peg.3507	rxn01484
Correct positive	Gene KO	ArgonneLBMedia	peg.3508			Correct positive	Gene KO	ArgonneLBMedia	peg.3508			Correct positive	Gene KO	ArgonneLBMedia	peg.3508	
False negative	Gene KO	ArgonneLBMedia	peg.3558	"rxn10318,rxn10322,rxn10316,rxn10324,rxn10320,rxn10319,rxn10317,rxn10321,rxn10323"		False negative	Gene KO	ArgonneLBMedia	peg.3558	"rxn10318,rxn10322,rxn10316,rxn10324,rxn10320,rxn10319,rxn10317,rxn10321,rxn10323"		False negative	Gene KO	ArgonneLBMedia	peg.3558	"rxn10318,rxn10322,rxn10316,rxn10324,rxn10320,rxn10319,rxn10317,rxn10321,rxn10323"
Correct positive	Gene KO	ArgonneLBMedia	peg.3560	rxn09996		Correct positive	Gene KO	ArgonneLBMedia	peg.3560	rxn09996		Correct positive	Gene KO	ArgonneLBMedia	peg.3560	rxn09996
Correct positive	Gene KO	ArgonneLBMedia	peg.3561	rxn09996		Correct positive	Gene KO	ArgonneLBMedia	peg.3561	rxn09996		Correct positive	Gene KO	ArgonneLBMedia	peg.3561	rxn09996
Correct positive	Gene KO	ArgonneLBMedia	peg.3562	rxn09996		Correct positive	Gene KO	ArgonneLBMedia	peg.3562	rxn09996		Correct positive	Gene KO	ArgonneLBMedia	peg.3562	rxn09996
Correct positive	Gene KO	ArgonneLBMedia	peg.3563	rxn09996		Correct positive	Gene KO	ArgonneLBMedia	peg.3563	rxn09996		Correct positive	Gene KO	ArgonneLBMedia	peg.3563	rxn09996
Correct positive	Gene KO	ArgonneLBMedia	peg.3564			Correct positive	Gene KO	ArgonneLBMedia	peg.3564			Correct positive	Gene KO	ArgonneLBMedia	peg.3564	
Correct positive	Gene KO	ArgonneLBMedia	peg.3565	rxn09996		Correct positive	Gene KO	ArgonneLBMedia	peg.3565	rxn09996		Correct positive	Gene KO	ArgonneLBMedia	peg.3565	rxn09996
Correct positive	Gene KO	ArgonneLBMedia	peg.3566	rxn09996		Correct positive	Gene KO	ArgonneLBMedia	peg.3566	rxn09996		Correct positive	Gene KO	ArgonneLBMedia	peg.3566	rxn09996
Correct positive	Gene KO	ArgonneLBMedia	peg.3567	rxn09996		Correct positive	Gene KO	ArgonneLBMedia	peg.3567	rxn09996		Correct positive	Gene KO	ArgonneLBMedia	peg.3567	rxn09996
Correct positive	Gene KO	ArgonneLBMedia	peg.3568			Correct positive	Gene KO	ArgonneLBMedia	peg.3568			Correct positive	Gene KO	ArgonneLBMedia	peg.3568	
Correct positive	Gene KO	ArgonneLBMedia	peg.3573			Correct positive	Gene KO	ArgonneLBMedia	peg.3573			Correct positive	Gene KO	ArgonneLBMedia	peg.3573	
Correct positive	Gene KO	ArgonneLBMedia	peg.3574			Correct positive	Gene KO	ArgonneLBMedia	peg.3574			Correct positive	Gene KO	ArgonneLBMedia	peg.3574	
Correct positive	Gene KO	ArgonneLBMedia	peg.3575			Correct positive	Gene KO	ArgonneLBMedia	peg.3575			Correct positive	Gene KO	ArgonneLBMedia	peg.3575	
Correct positive	Gene KO	ArgonneLBMedia	peg.3576			Correct positive	Gene KO	ArgonneLBMedia	peg.3576			Correct positive	Gene KO	ArgonneLBMedia	peg.3576	
False negative	Gene KO	ArgonneLBMedia	peg.3580	"rxn10304,rxn10193,rxn10299,rxn10300,rxn10302,rxn10305,rxn10298,rxn10301,rxn10306,rxn10303"		False negative	Gene KO	ArgonneLBMedia	peg.3580	"rxn10304,rxn10193,rxn10299,rxn10300,rxn10302,rxn10305,rxn10298,rxn10301,rxn10306,rxn10303"		False negative	Gene KO	ArgonneLBMedia	peg.3580	"rxn10304,rxn10193,rxn10299,rxn10300,rxn10302,rxn10305,rxn10298,rxn10301,rxn10306,rxn10303"
Correct positive	Gene KO	ArgonneLBMedia	peg.3585	rxn02495		Correct positive	Gene KO	ArgonneLBMedia	peg.3585	rxn02495		Correct positive	Gene KO	ArgonneLBMedia	peg.3585	rxn02495
Correct positive	Gene KO	ArgonneLBMedia	peg.3586			Correct positive	Gene KO	ArgonneLBMedia	peg.3586			Correct positive	Gene KO	ArgonneLBMedia	peg.3586	
Correct positive	Gene KO	ArgonneLBMedia	peg.3599	"rxn00772,rxn01987"		Correct positive	Gene KO	ArgonneLBMedia	peg.3599	"rxn00772,rxn01987"		Correct positive	Gene KO	ArgonneLBMedia	peg.3599	"rxn00772,rxn01987"
Correct positive	Gene KO	ArgonneLBMedia	peg.3600	"rxn05549,rxn05644"		Correct positive	Gene KO	ArgonneLBMedia	peg.3600	"rxn05549,rxn05644"		Correct positive	Gene KO	ArgonneLBMedia	peg.3600	"rxn05549,rxn05644"
Correct positive	Gene KO	ArgonneLBMedia	peg.3601	"rxn05549,rxn05644"		Correct positive	Gene KO	ArgonneLBMedia	peg.3601	"rxn05549,rxn05644"		Correct positive	Gene KO	ArgonneLBMedia	peg.3601	"rxn05549,rxn05644"
Correct positive	Gene KO	ArgonneLBMedia	peg.3602	"rxn05549,rxn05644"		Correct positive	Gene KO	ArgonneLBMedia	peg.3602	"rxn05549,rxn05644"		Correct positive	Gene KO	ArgonneLBMedia	peg.3602	"rxn05549,rxn05644"
Correct positive	Gene KO	ArgonneLBMedia	peg.3603	"rxn05549,rxn05644"		Correct positive	Gene KO	ArgonneLBMedia	peg.3603	"rxn05549,rxn05644"		Correct positive	Gene KO	ArgonneLBMedia	peg.3603	"rxn05549,rxn05644"
Correct positive	Gene KO	ArgonneLBMedia	peg.3607	rxn02113		Correct positive	Gene KO	ArgonneLBMedia	peg.3607	rxn02113		Correct positive	Gene KO	ArgonneLBMedia	peg.3607	rxn02113
Correct positive	Gene KO	ArgonneLBMedia	peg.3608			Correct positive	Gene KO	ArgonneLBMedia	peg.3608			Correct positive	Gene KO	ArgonneLBMedia	peg.3608	
Correct positive	Gene KO	ArgonneLBMedia	peg.3610			Correct positive	Gene KO	ArgonneLBMedia	peg.3610			Correct positive	Gene KO	ArgonneLBMedia	peg.3610	
Correct positive	Gene KO	ArgonneLBMedia	peg.3619			Correct positive	Gene KO	ArgonneLBMedia	peg.3619			Correct positive	Gene KO	ArgonneLBMedia	peg.3619	
Correct positive	Gene KO	ArgonneLBMedia	peg.3620			Correct positive	Gene KO	ArgonneLBMedia	peg.3620			Correct positive	Gene KO	ArgonneLBMedia	peg.3620	
Correct positive	Gene KO	ArgonneLBMedia	peg.3630			Correct positive	Gene KO	ArgonneLBMedia	peg.3630			Correct positive	Gene KO	ArgonneLBMedia	peg.3630	
Correct positive	Gene KO	ArgonneLBMedia	peg.364	rxn03393		Correct positive	Gene KO	ArgonneLBMedia	peg.364	rxn03393		Correct positive	Gene KO	ArgonneLBMedia	peg.364	rxn03393
False negative	Gene KO	ArgonneLBMedia	peg.3644	"rxn05398,rxn05333,rxn05330,rxn05415,rxn05419,rxn05402,rxn05335,rxn05369,rxn05381,rxn05386,rxn05361,rxn05334,rxn05394,rxn05406,rxn05365,rxn05332,rxn05329,rxn05427,rxn05390,rxn05423,rxn05462,rxn05411,rxn05431,rxn05373,rxn05331,rxn05377"		False negative	Gene KO	ArgonneLBMedia	peg.3644	"rxn05398,rxn05333,rxn05330,rxn05415,rxn05419,rxn05402,rxn05335,rxn05369,rxn05381,rxn05386,rxn05361,rxn05334,rxn05394,rxn05406,rxn05365,rxn05332,rxn05329,rxn05427,rxn05390,rxn05423,rxn05462,rxn05411,rxn05431,rxn05373,rxn05331,rxn05377"		False negative	Gene KO	ArgonneLBMedia	peg.3644	"rxn05398,rxn05333,rxn05330,rxn05415,rxn05419,rxn05402,rxn05335,rxn05369,rxn05381,rxn05386,rxn05361,rxn05334,rxn05394,rxn05406,rxn05365,rxn05332,rxn05329,rxn05427,rxn05390,rxn05423,rxn05462,rxn05411,rxn05431,rxn05373,rxn05331,rxn05377"
Correct positive	Gene KO	ArgonneLBMedia	peg.3654	rxn05682		Correct positive	Gene KO	ArgonneLBMedia	peg.3654	rxn05682		Correct positive	Gene KO	ArgonneLBMedia	peg.3654	rxn05682
Correct positive	Gene KO	ArgonneLBMedia	peg.3658	rxn05466		Correct positive	Gene KO	ArgonneLBMedia	peg.3658	rxn05466		Correct positive	Gene KO	ArgonneLBMedia	peg.3658	rxn05466
Correct positive	Gene KO	ArgonneLBMedia	peg.3666			Correct positive	Gene KO	ArgonneLBMedia	peg.3666			Correct positive	Gene KO	ArgonneLBMedia	peg.3666	
Correct positive	Gene KO	ArgonneLBMedia	peg.3671	rxn00101		Correct positive	Gene KO	ArgonneLBMedia	peg.3671	rxn00101		Correct positive	Gene KO	ArgonneLBMedia	peg.3671	rxn00101
Correct positive	Gene KO	ArgonneLBMedia	peg.3672	rxn00101		Correct positive	Gene KO	ArgonneLBMedia	peg.3672	rxn00101		Correct positive	Gene KO	ArgonneLBMedia	peg.3672	rxn00101
Correct positive	Gene KO	ArgonneLBMedia	peg.3673	rxn00101		Correct positive	Gene KO	ArgonneLBMedia	peg.3673	rxn00101		Correct positive	Gene KO	ArgonneLBMedia	peg.3673	rxn00101
Correct positive	Gene KO	ArgonneLBMedia	peg.3678	rxn00371		Correct positive	Gene KO	ArgonneLBMedia	peg.3678	rxn00371		Correct positive	Gene KO	ArgonneLBMedia	peg.3678	rxn00371
Correct positive	Gene KO	ArgonneLBMedia	peg.3687	rxn10042		Correct positive	Gene KO	ArgonneLBMedia	peg.3687	rxn10042		Correct positive	Gene KO	ArgonneLBMedia	peg.3687	rxn10042
Correct positive	Gene KO	ArgonneLBMedia	peg.3688	rxn10042		Correct positive	Gene KO	ArgonneLBMedia	peg.3688	rxn10042		Correct positive	Gene KO	ArgonneLBMedia	peg.3688	rxn10042
Correct positive	Gene KO	ArgonneLBMedia	peg.3689	rxn10042		Correct positive	Gene KO	ArgonneLBMedia	peg.3689	rxn10042		Correct positive	Gene KO	ArgonneLBMedia	peg.3689	rxn10042
Correct positive	Gene KO	ArgonneLBMedia	peg.3690	rxn10042		Correct positive	Gene KO	ArgonneLBMedia	peg.3690	rxn10042		Correct positive	Gene KO	ArgonneLBMedia	peg.3690	rxn10042
Correct positive	Gene KO	ArgonneLBMedia	peg.3691	rxn10042		Correct positive	Gene KO	ArgonneLBMedia	peg.3691	rxn10042		Correct positive	Gene KO	ArgonneLBMedia	peg.3691	rxn10042
Correct positive	Gene KO	ArgonneLBMedia	peg.3692	rxn10042		Correct positive	Gene KO	ArgonneLBMedia	peg.3692	rxn10042		Correct positive	Gene KO	ArgonneLBMedia	peg.3692	rxn10042
Correct positive	Gene KO	ArgonneLBMedia	peg.3693	rxn10042		Correct positive	Gene KO	ArgonneLBMedia	peg.3693	rxn10042		Correct positive	Gene KO	ArgonneLBMedia	peg.3693	rxn10042
Correct positive	Gene KO	ArgonneLBMedia	peg.3694	rxn10042		Correct positive	Gene KO	ArgonneLBMedia	peg.3694	rxn10042		Correct positive	Gene KO	ArgonneLBMedia	peg.3694	rxn10042
Correct positive	Gene KO	ArgonneLBMedia	peg.3695	rxn10042		Correct positive	Gene KO	ArgonneLBMedia	peg.3695	rxn10042		Correct positive	Gene KO	ArgonneLBMedia	peg.3695	rxn10042
Correct positive	Gene KO	ArgonneLBMedia	peg.3696			Correct positive	Gene KO	ArgonneLBMedia	peg.3696			Correct positive	Gene KO	ArgonneLBMedia	peg.3696	
Correct positive	Gene KO	ArgonneLBMedia	peg.3699	rxn00777		Correct positive	Gene KO	ArgonneLBMedia	peg.3699	rxn00777		Correct positive	Gene KO	ArgonneLBMedia	peg.3699	rxn00777
Correct positive	Gene KO	ArgonneLBMedia	peg.3711			Correct positive	Gene KO	ArgonneLBMedia	peg.3711			Correct positive	Gene KO	ArgonneLBMedia	peg.3711	
Correct positive	Gene KO	ArgonneLBMedia	peg.3712			Correct positive	Gene KO	ArgonneLBMedia	peg.3712			Correct positive	Gene KO	ArgonneLBMedia	peg.3712	
Correct positive	Gene KO	ArgonneLBMedia	peg.3713	"rxn01518,rxn01143"		Correct positive	Gene KO	ArgonneLBMedia	peg.3713	"rxn01518,rxn01143"		Correct positive	Gene KO	ArgonneLBMedia	peg.3713	"rxn01518,rxn01143"
Correct positive	Gene KO	ArgonneLBMedia	peg.3716			Correct positive	Gene KO	ArgonneLBMedia	peg.3716			Correct positive	Gene KO	ArgonneLBMedia	peg.3716	
Correct positive	Gene KO	ArgonneLBMedia	peg.3718	rxn01333		Correct positive	Gene KO	ArgonneLBMedia	peg.3718	rxn01333		Correct positive	Gene KO	ArgonneLBMedia	peg.3718	rxn01333
Correct positive	Gene KO	ArgonneLBMedia	peg.3724			Correct positive	Gene KO	ArgonneLBMedia	peg.3724			Correct positive	Gene KO	ArgonneLBMedia	peg.3724	
Correct positive	Gene KO	ArgonneLBMedia	peg.3731			Correct positive	Gene KO	ArgonneLBMedia	peg.3731			Correct positive	Gene KO	ArgonneLBMedia	peg.3731	
Correct positive	Gene KO	ArgonneLBMedia	peg.3732	rxn05748		Correct positive	Gene KO	ArgonneLBMedia	peg.3732	rxn05748		Correct positive	Gene KO	ArgonneLBMedia	peg.3732	rxn05748
Correct positive	Gene KO	ArgonneLBMedia	peg.3733	rxn05748		Correct positive	Gene KO	ArgonneLBMedia	peg.3733	rxn05748		Correct positive	Gene KO	ArgonneLBMedia	peg.3733	rxn05748
Correct positive	Gene KO	ArgonneLBMedia	peg.3734	rxn05748		Correct positive	Gene KO	ArgonneLBMedia	peg.3734	rxn05748		Correct positive	Gene KO	ArgonneLBMedia	peg.3734	rxn05748
Correct positive	Gene KO	ArgonneLBMedia	peg.3735	rxn05748		Correct positive	Gene KO	ArgonneLBMedia	peg.3735	rxn05748		Correct positive	Gene KO	ArgonneLBMedia	peg.3735	rxn05748
Correct positive	Gene KO	ArgonneLBMedia	peg.3739	rxn05626		Correct positive	Gene KO	ArgonneLBMedia	peg.3739	rxn05626		Correct positive	Gene KO	ArgonneLBMedia	peg.3739	rxn05626
Correct positive	Gene KO	ArgonneLBMedia	peg.3755	rxn00858		Correct positive	Gene KO	ArgonneLBMedia	peg.3755	rxn00858		Correct positive	Gene KO	ArgonneLBMedia	peg.3755	rxn00858
Correct positive	Gene KO	ArgonneLBMedia	peg.3756	"rxn01406,rxn02061"		Correct positive	Gene KO	ArgonneLBMedia	peg.3756	"rxn01406,rxn02061"		Correct positive	Gene KO	ArgonneLBMedia	peg.3756	"rxn01406,rxn02061"
Correct positive	Gene KO	ArgonneLBMedia	peg.3760	rxn03690		Correct positive	Gene KO	ArgonneLBMedia	peg.3760	rxn03690		Correct positive	Gene KO	ArgonneLBMedia	peg.3760	rxn03690
Correct positive	Gene KO	ArgonneLBMedia	peg.3762			Correct positive	Gene KO	ArgonneLBMedia	peg.3762			Correct positive	Gene KO	ArgonneLBMedia	peg.3762	
Correct positive	Gene KO	ArgonneLBMedia	peg.3766			Correct positive	Gene KO	ArgonneLBMedia	peg.3766			Correct positive	Gene KO	ArgonneLBMedia	peg.3766	
Correct positive	Gene KO	ArgonneLBMedia	peg.3772	"rxn00173,rxn00670"		Correct positive	Gene KO	ArgonneLBMedia	peg.3772	"rxn00173,rxn00670"		Correct positive	Gene KO	ArgonneLBMedia	peg.3772	"rxn00173,rxn00670"
Correct positive	Gene KO	ArgonneLBMedia	peg.3775			Correct positive	Gene KO	ArgonneLBMedia	peg.3775			Correct positive	Gene KO	ArgonneLBMedia	peg.3775	
Correct positive	Gene KO	ArgonneLBMedia	peg.3782			Correct positive	Gene KO	ArgonneLBMedia	peg.3782			Correct positive	Gene KO	ArgonneLBMedia	peg.3782	
Correct positive	Gene KO	ArgonneLBMedia	peg.3784			Correct positive	Gene KO	ArgonneLBMedia	peg.3784			Correct positive	Gene KO	ArgonneLBMedia	peg.3784	
Correct positive	Gene KO	ArgonneLBMedia	peg.3785			Correct positive	Gene KO	ArgonneLBMedia	peg.3785			Correct positive	Gene KO	ArgonneLBMedia	peg.3785	
Correct positive	Gene KO	ArgonneLBMedia	peg.3788	rxn01997		Correct positive	Gene KO	ArgonneLBMedia	peg.3788	rxn01997		Correct positive	Gene KO	ArgonneLBMedia	peg.3788	rxn01997
Correct positive	Gene KO	ArgonneLBMedia	peg.3789	rxn01675		Correct positive	Gene KO	ArgonneLBMedia	peg.3789	rxn01675		Correct positive	Gene KO	ArgonneLBMedia	peg.3789	rxn01675
Correct positive	Gene KO	ArgonneLBMedia	peg.3790	rxn00827		Correct positive	Gene KO	ArgonneLBMedia	peg.3790	rxn00827		Correct positive	Gene KO	ArgonneLBMedia	peg.3790	rxn00827
Correct positive	Gene KO	ArgonneLBMedia	peg.3792	rxn01316		Correct positive	Gene KO	ArgonneLBMedia	peg.3792	rxn01316		Correct positive	Gene KO	ArgonneLBMedia	peg.3792	rxn01316
Correct positive	Gene KO	ArgonneLBMedia	peg.3799			Correct positive	Gene KO	ArgonneLBMedia	peg.3799			Correct positive	Gene KO	ArgonneLBMedia	peg.3799	
Correct positive	Gene KO	ArgonneLBMedia	peg.380			Correct positive	Gene KO	ArgonneLBMedia	peg.380			Correct positive	Gene KO	ArgonneLBMedia	peg.380	
Correct positive	Gene KO	ArgonneLBMedia	peg.3801			Correct positive	Gene KO	ArgonneLBMedia	peg.3801			Correct positive	Gene KO	ArgonneLBMedia	peg.3801	
Correct positive	Gene KO	ArgonneLBMedia	peg.3807			Correct positive	Gene KO	ArgonneLBMedia	peg.3807			Correct positive	Gene KO	ArgonneLBMedia	peg.3807	
Correct positive	Gene KO	ArgonneLBMedia	peg.3809	"rxn01737,rxn02760"		Correct positive	Gene KO	ArgonneLBMedia	peg.3809	"rxn01737,rxn02760"		Correct positive	Gene KO	ArgonneLBMedia	peg.3809	"rxn01737,rxn02760"
Correct positive	Gene KO	ArgonneLBMedia	peg.381			Correct positive	Gene KO	ArgonneLBMedia	peg.381			Correct positive	Gene KO	ArgonneLBMedia	peg.381	
Correct positive	Gene KO	ArgonneLBMedia	peg.3810	rxn05655		Correct positive	Gene KO	ArgonneLBMedia	peg.3810	rxn05655		Correct positive	Gene KO	ArgonneLBMedia	peg.3810	rxn05655
Correct positive	Gene KO	ArgonneLBMedia	peg.3811			Correct positive	Gene KO	ArgonneLBMedia	peg.3811			Correct positive	Gene KO	ArgonneLBMedia	peg.3811	
Correct positive	Gene KO	ArgonneLBMedia	peg.3816			Correct positive	Gene KO	ArgonneLBMedia	peg.3816			Correct positive	Gene KO	ArgonneLBMedia	peg.3816	
Correct positive	Gene KO	ArgonneLBMedia	peg.3819	rxn10046		Correct positive	Gene KO	ArgonneLBMedia	peg.3819	rxn10046		Correct positive	Gene KO	ArgonneLBMedia	peg.3819	rxn10046
Correct positive	Gene KO	ArgonneLBMedia	peg.382			Correct positive	Gene KO	ArgonneLBMedia	peg.382			Correct positive	Gene KO	ArgonneLBMedia	peg.382	
Correct positive	Gene KO	ArgonneLBMedia	peg.3820	rxn10046		Correct positive	Gene KO	ArgonneLBMedia	peg.3820	rxn10046		Correct positive	Gene KO	ArgonneLBMedia	peg.3820	rxn10046
Correct positive	Gene KO	ArgonneLBMedia	peg.3821	rxn10046		Correct positive	Gene KO	ArgonneLBMedia	peg.3821	rxn10046		Correct positive	Gene KO	ArgonneLBMedia	peg.3821	rxn10046
Correct positive	Gene KO	ArgonneLBMedia	peg.3822	rxn10046		Correct positive	Gene KO	ArgonneLBMedia	peg.3822	rxn10046		Correct positive	Gene KO	ArgonneLBMedia	peg.3822	rxn10046
Correct positive	Gene KO	ArgonneLBMedia	peg.3824	rxn00355		Correct positive	Gene KO	ArgonneLBMedia	peg.3824	rxn00355		Correct positive	Gene KO	ArgonneLBMedia	peg.3824	rxn00355
Correct positive	Gene KO	ArgonneLBMedia	peg.3825	rxn00808		Correct positive	Gene KO	ArgonneLBMedia	peg.3825	rxn00808		Correct positive	Gene KO	ArgonneLBMedia	peg.3825	rxn00808
Correct positive	Gene KO	ArgonneLBMedia	peg.3829	rxn05308		Correct positive	Gene KO	ArgonneLBMedia	peg.3829	rxn05308		Correct positive	Gene KO	ArgonneLBMedia	peg.3829	rxn05308
Correct positive	Gene KO	ArgonneLBMedia	peg.383			Correct positive	Gene KO	ArgonneLBMedia	peg.383			Correct positive	Gene KO	ArgonneLBMedia	peg.383	
Correct positive	Gene KO	ArgonneLBMedia	peg.3831	rxn05292		Correct positive	Gene KO	ArgonneLBMedia	peg.3831	rxn05292		Correct positive	Gene KO	ArgonneLBMedia	peg.3831	rxn05292
Correct positive	Gene KO	ArgonneLBMedia	peg.3832	rxn05292		Correct positive	Gene KO	ArgonneLBMedia	peg.3832	rxn05292		Correct positive	Gene KO	ArgonneLBMedia	peg.3832	rxn05292
Correct positive	Gene KO	ArgonneLBMedia	peg.3834			Correct positive	Gene KO	ArgonneLBMedia	peg.3834			Correct positive	Gene KO	ArgonneLBMedia	peg.3834	
